service (원래 사업 이름)	띄어쓰기한 사업 이름 	category_one	category_two	category_three	assigned	summary
2014 도로관리시스템  DB갱신사업	2014년 도로 관리 시스템 DB 갱신 사업	수송및교통	도로	도로관리 	163000000	890000000
2014 도시정책 컨퍼런스 운영	2014년 도시 정책 컨퍼런스 운영	지역개발	지역및도시	건설건축 	200000000	1000000000
2014 서울 건축문화제	2014년 서울 건축 문화제	지역개발	지역및도시	건설건축 	221000000	1115000000
2014 서울등축제	2014년 서울 축제	문화체육관광	관광	관광정책 	1173000000	5865000000
2014 손기정 평화음악회 지원	2014년 손기정 평화 음악회 지원	문화체육관광	문화예술	지역문화예술진흥 	100000000	100000000
2014 스마트 제설현장관리시스템 확대개발	2014년 스마트 제설 현장 관리 시스템 확대 개발	수송및교통	도로	도로관리 	0	0
2014 제32회 대한민국국제음악제 지원	2014년 제32회 대한민국 국제 음악제 지원	문화체육관광	문화예술	지역문화예술진흥 	200000000	200000000
2014년 항공사진 통합관리 원스톱 서비스	2014년 항공 사진 통합 관리 원스톱 서비스	일반공공행정	일반행정	일반행정지원 	143000000	759200000
2014년도 서울시사회복지사 보수교육비 지원사업	2014년 서울시 사회 복지사 보수교육비 지원 사업	사회복지	취약계층지원	장애인생활안정지원 	168000000	708000000
2015년 이클레이(ICLEI) 세계총회 개최 추진	2015년 이클레이 ICLEI 세계 총회 개최 추진	환경보호	대기	대기보전 	500000000	2000000000
2017 서울 세계건축대회	2017년 서울 세계 건축 대회	지역개발	지역및도시	건설건축 	300000000	2505000000
2030 북촌발전계획 학술용역 추진	2030 북촌 발전 계획 학술 용역 추진	지역개발	지역및도시	건설건축 	0	102000000
2030 서울도시기본계획 수립 추진	2030 서울 도시 기본 계획 수립 추진	지역개발	지역및도시	건설건축 	0	75000000
2단계 수도권 대기환경개선 서울시 시행계획 수립 연구용역	2단계 수도권 대기 환경 개선 서울시 시행 계획 수립 연구 용역	환경보호	대기	대기보전 	200000000	200000000
2종 도로기전시설물 공공요금 및 일상유지보수	2종 도로기전시설물 공공 요금 일상 유지 보수	수송및교통	도로	도로관리 	0	5007402000
2종 터널 및 지하차도 재방송설비 유지보수	2종 터널 지하차도 재방송 설비 유지 보수	수송및교통	도로	도로관리 	0	165000000
3차원 실내공간 GIS 구축사업	3차원 실내 공간 GIS 구축 사업	일반공공행정	일반행정	일반행정지원 	497283000	647283000
4.19 문화제 지원	4 19 문화제 지원	문화체육관광	문화예술	지역문화예술진흥 	300000000	300000000
4.19 문화제 지원(주민참여)	4 19 문화제 지원 주민참여	문화체육관광	문화예술	지역문화예술진흥 	0	290000000
4대 도시형 제조업 고용지원사업	4대 도시형 제조업 고용 지원 사업	산업중소기업	산업중소기업일반	지역경제 	3347000000	15694000000
4대문안 역사·문화도시 관리기본계획 수립	4대문안 역사 문화 도시 관리 기본 계획 수립	지역개발	지역및도시	건설건축 	0	841846000
5급 승진자 역량평가 이해과정 운영	5급 승진자 역량 평가 이해 과정 운영	일반공공행정	일반행정	일반행정지원 	77970000	311880000
5급 승진자 역량평가과정 운영	5급 승진자 역량 평가 과정 운영	일반공공행정	일반행정	일반행정지원 	984590000	4640684000
6.25전쟁 기념행사 지원	6 25전쟁 기념 행사 지원	공공질서및안전	재난방재및민방위	민방위 	350000000	1230000000
6.25전쟁 납북진상규명 및 명예회복 지원	6 25전쟁 납북 진상 규명 명예 회복 지원	일반공공행정	일반행정	일반행정지원 	92914000	438554000
63빌딩 주변 침수방지	63빌딩 주변 침수 방지	환경보호	상하수도및수질	상수도 	0	0
65세이상 노인환자 원외약국 약제비 지원	65세이상 노인 환자 원외 약국 약제비 지원	보건	보건의료	지역보건 	201600000	1066400000
6급 실무전문가 양성과정 운영	6급 실무 전문가 양성 과정 운영	일반공공행정	일반행정	일반행정지원 	858589000	4961826000
9호선 조기증편에 따른 운영비 지원	9호선 조기 증편에 따른 운영비 지원	수송및교통	물류등기타	교통관리 	0	3293000000
CCTV관리운영체계 고도화	CCTV 관리 운영 체계 고도화	일반공공행정	일반행정	일반행정지원 	0	0
CCTV카메라 유지보수(경찰청)	CCTV 카메라 유지 보수 경찰청	수송및교통	물류등기타	교통관리 	3469254000	11891954000
DMC 단지활성화	DMC 단지 활성화	지역개발	산업단지	산업단지개발 	607459000	3384225000
DMC 입주기업 지원	DMC 입주 기업 지원	산업중소기업	무역및투자유치	무역 	202649000	1258814000
DMC 택지공급	DMC 택지 공급	지역개발	산업단지	산업단지개발 	1344569000	3213564000
eFM 방송제작·운영	eFM 방송 제작 운영	수송및교통	물류등기타	교통관리 	2569168000	12890922000
e-러닝 운영	e-러닝 운영	일반공공행정	일반행정	일반행정지원 	373739000	1958048000
e-러닝콘텐츠 개발	e-러닝 콘텐츠 개발	일반공공행정	일반행정	일반행정지원 	84250000	571548000
e문화복덕방시스템 유지보수	e문화 복덕방 시스템 유지 보수 	문화체육관광	문화예술	지역문화예술진흥 	45702000	217735000
FM 방송제작·운영	FM 방송 제작 운영	수송및교통	물류등기타	교통관리 	4338118000	22140691000
FTA피해보전직불금사업	FTA 피해 보전 직불금 사업	농림해양수산	농업농촌	농림진흥 	0	0
Green Parking 사업	Green Parking 사업	수송및교통	물류등기타	교통관리 	6305600000	34099500000
G-밸리 주변 및 진흥로 등 도로선형 개선 기본계획 수립	G-밸리 주변 진흥로 도로선형 개선 기본 계획 수립	수송및교통	도로	도로관리 	0	0
G밸리(서울디지털산업단지) 활성화 추진	G밸리 서울디지털산업단지 활성화 추진	산업중소기업	산업진흥고도화	산업진흥 	760000000	1222000000
HACCP 의무대상업소 등 기술지도사업	HACCP 의무 대상 업소 기술 지도 사업	보건	식품의약안전	식품안전 	0	0
ICLEI 동아시아본부 운영	ICLEI 동아시아본부 운영	환경보호	대기	대기보전 	500000000	2500000000
ISU 서울 쇼트트랙 대회 지원	ISU 서울 쇼트트랙 대회 지원	문화체육관광	체육	체육정책 	100000000	100000000
IT COMPLEX 건립	IT COMPLEX 건립	일반공공행정	일반행정	일반행정지원 	30000000000	1.20413E+11
IT전문교육 운영	IT 전문 교육 운영	일반공공행정	일반행정	일반행정지원 	869517000	4417273000
K-Ballet World 지원	K-Ballet World 지원	문화체육관광	문화예술	지역문화예술진흥 	150000000	150000000
k-pop  상설공연 추진(주민참여)	k-pop 상설 공연 추진 주민참여 	문화체육관광	문화예술	지역문화예술진흥 	0	0
KTX수서역 등 기반시설 입지에 따른 도로개선 대책 검토 용역	KTX 수서역 기반 시설 입지에 따른 도로 개선 대책 검토 용역	수송및교통	도로	도로관리 	500000000	500000000
MICE 민관협력 지원 및 네트워크	MICE 민관 협력 지원 네트워크	문화체육관광	관광	관광정책 	350000000	1725000000
MICE 유치 및 개최 지원	MICE 유치 개최 지원	문화체육관광	관광	관광정책 	3104814000	15119256000
MICE 인력양성 및 고용촉진	MICE 인력 양성 고용 촉진	문화체육관광	관광	관광정책 	280000000	760000000
MICE 해외 특화 홍보 및 프로모션	MICE 해외 특화 홍보 프로모션	문화체육관광	관광	관광정책 	1550580000	7332268000
mVoting 시스템 서비스 운영	mVoting 시스템 서비스 운영	일반공공행정	일반행정	일반행정지원 	0	0
SARS, 신종플루 등 신종감염병 대책	SARS 신종플루 신종 감염병 대책	보건	보건의료	지역보건 	780430000	2700524000
SeMA 신진작가 전시지원 프로그램	SeMA 신진 작가 전시 지원 프로그램	문화체육관광	문화예술	지역문화예술진흥 	231000000	1197250000
SH공사 미매각토지를 활용한 장기전세주택 추가공급	SH공사 미매각토지 활용 장기 전세 주택 추가 공급	사회복지	주택	임대주택정책 	11975500000	11975500000
SH공사 임대주택 친환경보일러 교체설치 지원	SH공사 임대 주택 친환경 보일러 교체 설치 지원	환경보호	대기	대기보전 	50000000	50000000
TEIN 협력센터 운영 지원	TEIN 협력센터 운영 지원	일반공공행정	일반행정	일반행정지원 	60000000	300000000
TV 방송제작·운영	TV 방송 제작 운영	수송및교통	물류등기타	교통관리 	6368860000	33385970000
u-Seoul 정보보호체계 구축	u-Seoul 정보보호 체계 구축	일반공공행정	일반행정	일반행정지원 	1646267000	8685967000
U-Smart(장애) 프리존 확대 구축	U-Smart 장애 프리존 확대 구축	일반공공행정	일반행정	일반행정지원 	0	111657000
UTIS 유지관리 및 운영개선	UTIS 유지 관리 운영 개선	수송및교통	물류등기타	교통관리 	0	0
U-교통정보망 구축 및 유지관리	U-교통정보망 구축 유지 관리	수송및교통	물류등기타	교통관리 	0	0
U-도서관 접근성 개선(주민참여)	U-도서관 접근성 개선 주민참여 	문화체육관광	문화예술	지역문화예술진흥 	41000000	41000000
u-서울 안전서비스 운영 및 확대	u-서울 안전 서비스 운영 확대	일반공공행정	일반행정	일반행정지원 	130000000	673089000
u-지식여행 개발 운영	u-지식여행 개발 운영	일반공공행정	일반행정	일반행정지원 	200700000	1055320000
가계부채 위기가구 지원 서울나눔일자리 사업	가계 부채 위기 가구 지원 서울 나눔 일자리 사업	산업중소기업	산업중소기업일반	지역경제 	0	1000000000
가공배전선 등 지중화 사업 추진	가공 배전선 지중화 사업 추진	수송및교통	도로	도로관리 	2541000000	11791000000
가공식품 수거	가공 식품 수거	보건	식품의약안전	식품안전 	0	12500000
가락동농수산물도매시장 시설현대화	가락동 농수산물 도매시장 시설 현대화	농림해양수산	농업농촌	농림진흥 	90000000000	2.68093E+11
가락시장 주변지역 편익시설 설치 타당성 연구조사	가락시장 주변 지역 편익 시설 설치 타당성 연구 조사	농림해양수산	농업농촌	농림진흥 	0	100000000
가로 쉼터마당 조성	가로 쉼터 마당 조성	지역개발	지역및도시	건설건축 	485000000	485000000
가로공원길 보행환경 개선 및 문화의 거리 조성(강서구, 주민참여)	가로 공원 길 보행 환경 개선 문화의 거리 조성 강서구 주민참여 	수송및교통	도로	도로관리 	0	2520000000
가로등 원격제어시스템 구축	가로등 원격 제어 시스템 구축	수송및교통	도로	도로관리 	200000000	200000000
가로등 통제소 운영	가로등 통제소 운영	수송및교통	도로	도로관리 	60000000	360000000
가로수생육환경 개선 및 가로변 녹지량 확충	가로수 생육 환경 개선 가로변 녹지량 확충	지역개발	지역및도시	건설건축 	13561000000	63309000000
가로숲 조성	가로숲 조성	지역개발	지역및도시	건설건축 	0	1000000000
가로정원 조성	가로 정원 조성	지역개발	지역및도시	건설건축 	1180000000	4770000000
가리봉 배수분구 하수관로 종합정비	가리봉 배수분구 하수관로 종합 정비	환경보호	상하수도및수질	상수도 	3000000000	15255300000
가리봉철도고가차도 보수공사	가리봉 철도 고가차도 보수 공사	수송및교통	도로	도로관리 	350000000	350000000
가마산길 도로확장사업	가마산길 도로 확장 사업	수송및교통	도로	도로관리 	0	1900000000
가마산로 하수관개량	가마산로 하수관 개량	환경보호	상하수도및수질	상수도 	0	660000000
가마산지하차도 보수공사	가마산 지하차도 보수 공사	수송및교통	도로	도로관리 	0	0
가사·간병 방문서비스(저소득층 일자리 지원)	가사 간병 방문서비스 저소득층 일자리 지원 	사회복지	취약계층지원	장애인생활안정지원 	1384817000	6924085000
가산동 43번지 일원 침수방지	가산동 43번지 일원 침수 방지	환경보호	상하수도및수질	상수도 	0	1200000000
가스안전차단기 설치사업(주민참여)	가스 안전 차단기 설치 사업 주민참여 	사회복지	노인청소년	노인생활안정 	0	110000000
가압장,배수지 노후시설개량	가압장 배수지 노후 시설개량	환경보호	상하수도및수질	상수도 	5386300000	27291300000
가압장·배수지 등 시설물 유지관리	가압장 배수지 시설물 유지 관리	환경보호	상하수도및수질	상수도 	8189596000	43264276000
가양대교 보수공사	가양대교 보수 공사	수송및교통	도로	도로관리 	3000000000	5000000000
가양동 1459~1467번지 외 2개소 하수관로 정비	가양동 1459~1467번지 2개소 하수관로 정비	환경보호	상하수도및수질	상수도 	1500000000	1500000000
가양유수지 복합문화센터 건립(체육센터) 지원	가양유수지 복합 문화 센터 건립 체육 센터 지원	문화체육관광	체육	체육정책 	2471750000	5393750000
가양유수지 복합문화센터 도서관 건립 지원	가양유수지 복합 문화 센터 도서관 건립 지원	문화체육관광	문화예술	지역문화예술진흥 	2600000000	3678000000
가양유수지 친수문화 공간활용 사업	가양유수지 친수 문화 공간 활용 사업	지역개발	수자원	하천 	1820000000	4820000000
가양이마트~가양빗물펌프장간 하수암거정비	가양 이마트 가양 빗물 펌프장 하수 암거 정비	환경보호	상하수도및수질	상수도 	4000000000	6360000000
가정, 성폭력 피해여성 지원(주민참여예산)	가정 성폭력 피해 여성 지원 주민참여 	사회복지	보육가족및여성	가족기능강화 	100000000	100000000
가정간호 의료비지원	가정 간호 의료비 지원	보건	보건의료	지역보건 	0	327500000
가정양육수당 지원	가정 양육 수당 지원	사회복지	보육가족및여성	가족기능강화 	3.25179E+11	1.36614E+12
가정용 친환경보일러 보급 시범지원	가정용 친환경 보일러 보급 시범 지원	환경보호	대기	대기보전 	0	0
가정폭력 방지 및 피해자 지원	가정 폭력 방지 피해자 지원	사회복지	보육가족및여성	가족기능강화 	2720305000	13264677000
가정폭력,성폭력 재발 방지	가정 폭력 성폭력 재발 방지	사회복지	보육가족및여성	가족기능강화 	985386000	4191194000
가족·이웃과 함께 하는 대안학교 조성(주민참여)	가족 이웃 함께 대안 학교 조성 주민참여 	사회복지	노인청소년	노인생활안정 	0	200000000
가족건강 프로젝트	가족 건강 프로젝트	보건	보건의료	지역보건 	200000000	200000000
가족관계등록사무지원	가족 관계 등록 사무 지원	일반공공행정	일반행정	일반행정지원 	0	0
가족역량강화지원	가족 역량 강화 지원	사회복지	보육가족및여성	가족기능강화 	321250000	1410250000
가족친화 기업 지원	가족 친화 기업 지원	사회복지	보육가족및여성	가족기능강화 	0	0
가족친화 사회문화 조성	가족 친화 사회 문화 조성	사회복지	보육가족및여성	가족기능강화 	80637000	1157552000
가족품앗이 및 공동육아나눔터 운영지원	가족 품앗이 공동 육아 나눔터 운영 지원	사회복지	보육가족및여성	가족기능강화 	130000000	650000000
가짜식품 판별 검사	가짜식품 판별 검사	보건	보건의료	지역보건 	65000000	869300000
가축방역	가축 방역	농림해양수산	농업농촌	농림진흥 	482201000	2422197000
가출청소년 보호·지원	가출 청소년 보호 지원	사회복지	노인청소년	노인생활안정 	5724387000	23481521000
가파른 위험 골목길 안전바 설치(급경사 계단 정비, 관악구, 주민참여)	가파른 위험 골목길 안전바 설치 급경사 계단 정비 관악구 주민참여 	수송및교통	도로	도로관리 	50000000	50000000
가회 배수분구 하수관로 종합정비	가회 배수분구 하수관로 종합 정비	환경보호	상하수도및수질	상수도 	2180000000	5180000000
간이야구장 건립	간이 야구장 건립	문화체육관광	체육	체육정책 	0	0
갈등 현안토론 · 학술회의	갈등 현안 토론 학술회의	일반공공행정	일반행정	일반행정지원 	17190000	179340000
갈등관리 역량강화	갈등 관리 역량 강화	일반공공행정	일반행정	일반행정지원 	21540000	180580000
갈등관리심의위원회 운영	갈등 관리 심의 위원회 운영	일반공공행정	일반행정	일반행정지원 	9100000	85400000
갈등영향분석 실시	갈등 영향 분석 실시	일반공공행정	일반행정	일반행정지원 	68160000	696320000
갈산공공도서관 건립 지원	갈산 공공 도서관 건립 지원	문화체육관광	문화예술	지역문화예술진흥 	2194000000	2194000000
갈현도시농업공원 조성	갈현 도시 농업 공원 조성	지역개발	지역및도시	건설건축 	1140000000	2580365000
갈현동 406-27~406-45간 외 2개소 하수관로 보수보강	갈현동 406-27 406-45 2개소 하수관로 보수 보강	환경보호	상하수도및수질	상수도 	500000000	500000000
갈현동 505-14~478-21간 외 2개소 사각형거 보수보강	갈현동 505-14 478-21 2개소 사각형거 보수 보강	환경보호	상하수도및수질	상수도 	1000000000	1000000000
갈현동 545~450간 하수암거 보수보강	갈현동 545~450 하수암거 보수 보강	환경보호	상하수도및수질	상수도 	0	0
감독위탁 공사관리	감독 위탁 공사 관리	수송및교통	도로	도로관리 	9140000000	45435000000
감사활동 지원 및 감사의 투명성 제고	감사 활동 지원 감사 투명성 제고	일반공공행정	일반행정	일반행정지원 	121420000	619491000
감염병 예방을 위한 검사	감염병 예방 검사	보건	보건의료	지역보건 	223983000	1171915000
감염병 전문가 교육	감염병 전문가 교육	보건	보건의료	지역보건 	47142000	225234000
감염병관리사업지원단 운영	감염병 관리 사업 지원단 운영	보건	보건의료	지역보건 	400986000	1885404000
감일~초이간 광역도로 건설	감일 초이간 광역 도로 건설	수송및교통	도로	도로관리 	0	3000000000
강교용접결함부재 보수공사	강교 용접 결함 부재 보수 공사	수송및교통	도로	도로관리 	0	800000000
강남 세곡 노인전문병원(공립요양병원 BTL사업)	강남 세곡 노인 전문 병원 공립 요양 병원 BTL 사업 	보건	보건의료	지역보건 	0	1426000000
강남 유통농수산물 안전성 검사	강남 유통 농수산물 안전성 검사	보건	보건의료	지역보건 	1029748000	4097108000
강남구 신사동 565-14, 563-41번지 사각형거 보수보강	강남구 신사동 565-14 563-41번지 사각형거 보수 보강	환경보호	상하수도및수질	상수도 	0	250000000
강남구 환경자원센터 건립	강남구 환경 자원 센터 건립	환경보호	폐기물	폐기물관리일반 	0	1420000000
강남순환도시고속도로 교통관리시스템 구축(신규)	강남 순환 도시 고속 도로 교통 관리 시스템 구축 신규 	수송및교통	물류등기타	교통관리 	794000000	11397000000
강남순환도시고속도로건설	강남 순환 도시 고속도로 건설	수송및교통	도로	도로관리 	1.6045E+11	6.61708E+11
강남역 일대 침수방지	강남역 일대 침수 방지	지역개발	수자원	하천 	0	2000000000
강남역 일대 침수방지	강남역 일대 침수 방지	지역개발	수자원	하천 	1500000000	16500000000
강남자원회수시설 관리비 및 임대료 지원	강남 자원 회수 시설 관리비 임대료 지원	환경보호	폐기물	폐기물관리일반 	9000000000	0
강남자원회수시설 지역주민 난방비지원	강남 자원 회수 시설 지역 주민 난방비 지원	환경보호	폐기물	폐기물관리일반 	1644553000	0
강남자원회수시설 후생복리비	강남 자원 회수 시설 후생 복리비	환경보호	폐기물	폐기물관리일반 	0	0
강남주민지원협의체 운영비 지원	강남 주민 지원 협의체 운영비 지원	환경보호	폐기물	폐기물관리일반 	190340000	0
강남터미널고가 보수공사	강남 터미널 고가 보수 공사	수송및교통	도로	도로관리 	1700000000	2316000000
강동 친환경 도시텃밭 운영(한강수질개선특별회계)	강동 친환경 도시 텃밭 운영 한강 수질 개선 특별회계 	환경보호	상하수도및수질	상수도 	143000000	703000000
강동청소년회관 시설개선 (주민참여)	강동 청소년 회관 시설 개선 주민참여 	일반공공행정	일반행정	일반행정지원 	200000000	200000000
강변북로 도로사면 보수보강(자양동 853-3~645-5)	강변북로 도로사면 보수 보강 자양동 853-3~645-5 	수송및교통	도로	도로관리 	0	1000000000
강변북로 등기구 개량공사	강변북로 등기구 개량 공사	수송및교통	도로	도로관리 	0	0
강변북로 사면 보수보강공사(자양동853-3~645-5)	강변북로 사면 보수 보강 공사 자양동853-3~645-5 	수송및교통	도로	도로관리 	1800000000	1800000000
강변북로(성산대교~반포대교)확장(교통개선분담금 계정)	강변북로 성산대교 반포대교 확장 교통 개선 분담금 계정 	수송및교통	도로	도로관리 	0	0
강북 유통농수산물·한약재 안전성 검사	강북 유통 농수산물 한약재 안전성 검사	보건	보건의료	지역보건 	765500000	3829550000
강북관광체육벨트조성 타당성 용역	강북 관광 체육 벨트 조성 타당성 용역	문화체육관광	체육	체육정책 	0	150000000
강북구 문화체육시설내 장애인 편의시설 설치(주민참여)	강북구 문화 체육 시설 장애인 편의시설 설치 주민참여 	문화체육관광	체육	체육정책 	49000000	49000000
강북구 애국선열 기념화 사업	강북구 애국 선열 기념화 사업	문화체육관광	문화예술	지역문화예술진흥 	0	2800000000
강북구 장난감대여소(주민참여)	강북구 장난감 대여소 주민참여 	사회복지	보육가족및여성	가족기능강화 	0	50000000
강북구 장애인회관 건립	강북구 장애인 회관 건립	사회복지	취약계층지원	장애인생활안정지원 	0	1000000000
강북권역 어린이병원 건립	강북권역 어린이 병원 건립	보건	보건의료	지역보건 	0	0
강북재활용처리장~우이천간 하수관거 확대개량	강북 재활용 처리장 우이천 하수관거 확대 개량	환경보호	상하수도및수질	상수도 	0	1700000000
강북정수센터 고도정수처리 시설공사	강북 정수 센터 고도 정수 처리 시설 공사	환경보호	상하수도및수질	상수도 	16398913000	47398913000
강북정수센터 미불용지 보상	강북 정수 센터 미불용지 보상	환경보호	상하수도및수질	상수도 	1420340000	1420340000
강북지역 의류봉제센터 시설개선	강북 지역 의류 봉제 센터 시설 개선	산업중소기업	산업진흥고도화	산업진흥 	0	1000000000
강북지역 의류봉제센터 운영	강북 지역 의류 봉제 센터 운영	산업중소기업	산업진흥고도화	산업진흥 	533232000	1113032000
강사료 지급	강사료 지급	교육	고등교육	대학관리일반 	5080217000	26025117000
강서개화축구장 안전펜스 및 스탠드 설치(주민참여)	강서 개화 축구장 안전 펜스 스탠드 설치 주민참여 	문화체육관광	체육	체육정책 	270000000	270000000
강서구 등촌경로당 시설개보수 사업(주민참여)	강서구 등촌 경로당 시설 개보수 사업 주민참여 	사회복지	노인청소년	노인생활안정 	90000000	90000000
강서구청별관~가양초교삼거리간 사각형거 신설	강서구청 별관 가양 초교 삼거리 사각형거 신설	환경보호	상하수도및수질	상수도 	0	0
강서구청사거리~가양빗물펌프장간 하수암거 정비	강서구청 사거리 가양 빗물 펌프장 하수암거 정비	환경보호	상하수도및수질	상수도 	6773000000	38148000000
강서평생학습관 조성(주민참여)	강서 평생 학습관 조성 주민참여 	교육	평생직업교육	평생직업교육기반 	100000000	100000000
강선보강교량 유지관리 방안 연구	강선 보강 교량 유지 관리 방안 연구	수송및교통	도로	도로관리 	300000000	300000000
강원도 드림프로그램 지원	강원도 드림 프로그램 지원	일반공공행정	일반행정	일반행정지원 	70000000	0
강일동 1,3세대 문화교육프로그램 운영 (주민참여)	강일동 1 3세대 문화 교육 프로그램 운영 주민참여 	사회복지	노인청소년	노인생활안정 	30000000	30000000
개도국 보건의료 교류 지원	개도국 개발도상국 보건 의료 교류 지원	산업중소기업	무역및투자유치	무역 	70000000	0
개도국 자매도시 공무원대상 석사학위과정	개도국 개발도상국 자매 도시 공무원 대상 석사 학위 과정	산업중소기업	무역및투자유치	무역 	703500000	0
개발제한구역 주민지원사업	개발 제한 구역 주민 지원 사업	지역개발	지역및도시	건설건축 	4069000000	7008000000
개발제한구역관리	개발 제한 구역 관리	지역개발	지역및도시	건설건축 	105000000	210000000
개봉 배수분구 하수관거 종합정비	개봉 배수분구 하수관거 종합 정비	환경보호	상하수도및수질	상수도 	0	0
개봉1동 93번지일대 침수방지	개봉1동 93번지 일대 침수 방지	환경보호	상하수도및수질	상수도 	0	0
개봉고가 보수공사	개봉 고가차도 보수 공사	수송및교통	도로	도로관리 	1500000000	2450000000
개봉유수지 장기미집행 도시계획시설 토지매입	개봉 유수지 장기 미집행 도시 계획 시설 토지 매입	지역개발	수자원	하천 	4000000000	19000000000
개봉철도 고가차도 보수공사	개봉 철도 고가차도 보수 공사	수송및교통	도로	도로관리 	0	0
개봉초 학교복합화 정부지원금(BTL)	개봉초 학교 복합화 정부 지원금 BTL 	문화체육관광	문화예술	지역문화예술진흥 	56000000	280000000
개웅산근린공원(구로) 조성	개웅산 근린공원 구로 조성	지역개발	지역및도시	건설건축 	416650000	13437779000
개인정보 영향평가 용역	개인정보 영향 평가 용역	일반공공행정	일반행정	일반행정지원 	369000000	1459380000
개인정보보호 관리시스템 개발	개인정보 보호 관리 시스템 개발	일반공공행정	일반행정	일반행정지원 	50000000	50000000
개포 외국인학교 유지관리	개포 외국인 학교 유지 관리	문화체육관광	관광	관광정책 	79824000	391464000
개화근린공원(강서) 조성	개화 근린공원 강서 조성	지역개발	지역및도시	건설건축 	1000000000	8700000000
개화동 450-3~450-5번지간 외 4개소 하수관거 보수보강	개화동 450-3~450-5번지 4개소 하수관거 보수 보강	환경보호	상하수도및수질	상수도 	0	1500000000
개화산 장애인 화장실 및 전망대 경사로 설치(주민참여)	개화산 장애인 화장실 전망대 경사로 설치 주민참여 	지역개발	지역및도시	건설건축 	450000000	450000000
거리가게 노상적치물 계도 및 예방	거리 가게 노상 적치물 계도 예방	수송및교통	도로	도로관리 	723460000	4304663000
거리노숙인 보호	거리 노숙인 보호	사회복지	취약계층지원	장애인생활안정지원 	6152489000	31172264000
거여 배수분구 사각형거 보수보강	거여 배수분구 사각형거 보수 보강	환경보호	상하수도및수질	상수도 	800000000	2300000000
거주자우선주차제 운영 개선을 위한 연구 용역	거주자 우선 주차제 운영 개선 연구 용역	수송및교통	물류등기타	교통관리 	0	69000000
건강기부계단 만들기	건강 기부 계단 만들기	보건	보건의료	지역보건 	200000000	200000000
건강도시 추진	건강 도시 추진	보건	보건의료	지역보건 	14000000	70000000
건강마을 만들기	건강 마을 만들기	보건	보건의료	지역보건 	0	0
건강서울 먹거리 전략 추진을 위한 공모사업	건강 서울 먹거리 전략 추진 공모 사업	보건	식품의약안전	식품안전 	0	0
건강증진과 비만치료를 위한 칼로리계단 설치(주민참여)	건강 증진 비만 치료 칼로리 계단 설치 주민참여 	보건	보건의료	지역보건 	20000000	20000000
건강한 먹거리 사업	건강 먹거리 사업	보건	보건의료	지역보건 	0	0
건강한 먹거리가 있는 전통시장 만들기 지원	건강 먹거리 전통 시장 만들기 지원	보건	식품의약안전	식품안전 	24600000	0
건강한 시민을 위한 식생활교육 추진	건강 시민 식생활 교육 추진	보건	식품의약안전	식품안전 	387000000	387000000
건강한 환경만들기 건강매점(아동청소년영양관리사업)	건강 환경 만들기 건강 매점 아동 청소년 영양 관리 사업 	보건	보건의료	지역보건 	0	431000000
건설 기술심의회 운영	건설 기술 심의회 운영	수송및교통	도로	도로관리 	364030000	1815109000
건설공사장 안전점검	건설 공사장 안전 점검	수송및교통	도로	도로관리 	47000000	235000000
건설공사장 풍수해 및 제설 대책	건설 공사장 풍수해 제설 대책	수송및교통	도로	도로관리 	22493000	117465000
건설기술 향상교육 및 기술정보제공	건설 기술 향상 교육 기술 정보 제공	수송및교통	도로	도로관리 	43030000	216150000
건설업관리 및 건설정보 제공	건설업 관리 건설 정보 제공	수송및교통	도로	도로관리 	19000000	95000000
건설자재 품질시험	건설 자재 품질 시험	수송및교통	도로	도로관리 	226630000	1138230000
건설장비 대폐차 및 유지관리	건설 장비 대폐차 유지 관리	수송및교통	도로	도로관리 	1216000000	6624000000
건전성가치관 교육 및 체험시설 운영	건전 성가치관 교육 체험 시설 운영	사회복지	노인청소년	노인생활안정 	2016280000	7025620000
건축,주택 정보시스템 유지관리	건축 주택 정보 시스템 유지 관리	사회복지	주택	임대주택정책 	101862000	403290000
건축물 내진성능 자가점검시스템 기능개선	건축물 내진 성능 자가 점검 시스템 기능 개선	지역개발	지역및도시	건설건축 	17100000	89955000
건축물 에너지소비총량제 시행효과 분석	건축물 에너지 소비 총량제 시행 효과 분석	지역개발	지역및도시	건설건축 	0	194000000
건축위원회 등 운영	건축 위원회 운영	지역개발	지역및도시	건설건축 	296825000	1476613000
건축학교 운영	건축 학교 운영	지역개발	지역및도시	건설건축 	0	0
걷고 싶은 행복한 도로(노후 포장도로 정비, 마포구, 주민참여)	걷고 싶은 행복한 도로 노후 포장도로 정비 마포구 주민참여 	수송및교통	도로	도로관리 	30000000	30000000
걷고싶은 서울길 이용 서비스 제공	걷고 싶은 서울길 이용 서비스 제공	환경보호	자연	생태계 	0	202830000
걷고싶은 서울길 정비(주민참여)	걷고 싶은 서울길 정비 주민참여 	환경보호	자연	생태계 	0	300000000
걷기편한 행복거리 만들기 보도 유지관리	걷기 편한 행복 거리 만들기 보도 유지 관리	수송및교통	도로	도로관리 	6000000000	30000000000
검침 민간위탁	검침 민간 위탁	환경보호	상하수도및수질	상수도 	15288566000	75200910000
게임산업 육성지원	게임 산업 육성 지원	문화체육관광	문화예술	지역문화예술진흥 	1718728000	8863212000
